time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.29
cone_height_m,0.000,0.017,0.034,0.052,0.069,0.085,0.101,0.116,0.129,0.142,0.154,0.165,0.175,0.185,0.195,0.204,0.213,0.222,0.231,0.239,0.247,0.255,0.263,0.271,0.279,0.286,0.294,0.301,0.308,0.315,0.323,0.33,0.336,0.343,0.35,0.357,0.363,0.369,0.376,0.382,0.388,0.394,0.400,0.406,0.412,0.417,0.423,0.428,0.433,0.438,0.443,0.448,0.452,0.457,0.461,0.465,0.469,0.473,0.477,0.480,0.484,0.487,0.491,0.494,0.497,0.5,0.503,0.505,0.508,0.510,0.512,0.514,0.516,0.518,0.52,0.521,0.522,0.524,0.525,0.525
ice_height_m,-0.5,-0.483,-0.466,-0.448,-0.431,-0.414,-0.397,-0.379,-0.362,-0.345,-0.328,-0.311,-0.294,-0.276,-0.259,-0.242,-0.226,-0.209,-0.192,-0.175,-0.158,-0.142,-0.125,-0.108,-0.092,-0.076,-0.059,-0.043,-0.027,-0.011,0.005,0.021,0.037,0.053,0.069,0.084,0.099,0.115,0.13,0.145,0.16,0.175,0.189,0.204,0.218,0.232,0.246,0.259,0.273,0.286,0.299,0.312,0.324,0.336,0.348,0.36,0.371,0.382,0.392,0.402,0.412,0.421,0.430,0.439,0.447,0.454,0.461,0.468,0.474,0.48,0.485,0.49,0.494,0.498,0.502,0.506,0.509,0.511,0.514,0.515
cone_width_m,0.5,0.55,0.55,0.600,0.65,0.65,0.700,0.75,0.75,0.8,0.850,0.850,0.9,0.950,0.950,1.,1.05,1.05,1.1,1.1,1.150,1.200,1.200,1.25,1.25,1.3,1.325,1.35,1.400,1.400,1.450,1.450,1.5,1.5,1.55,1.55,1.6,1.625,1.650,1.700,1.700,1.75,1.75,1.8,1.8,1.85,1.85,1.900,1.900,1.950,1.950,2.,2.,2.050,2.050,2.1,2.1,2.15,2.15,2.2,2.2,2.25,2.25,2.300,2.300,2.35,2.35,2.400,2.400,2.425,2.45,2.475,2.5,2.5,2.550,2.550,2.6,2.6,2.650,2.650
