time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,27.89
cone_height_m,0.000,0.015,0.030,0.045,0.061,0.075,0.089,0.102,0.115,0.126,0.137,0.146,0.156,0.165,0.173,0.181,0.189,0.196,0.204,0.210,0.217,0.224,0.230,0.236,0.242,0.248,0.253,0.259,0.264,0.269,0.274,0.278,0.283,0.287,0.291,0.296,0.3,0.304,0.307,0.311,0.314,0.318,0.321,0.324,0.327,0.329,0.332,0.334,0.337,0.339,0.341,0.342,0.344,0.345,0.347,0.348,0.349
ice_height_m,-0.25,-0.235,-0.22,-0.205,-0.189,-0.174,-0.159,-0.144,-0.129,-0.114,-0.099,-0.084,-0.069,-0.055,-0.04,-0.025,-0.011,0.003,0.017,0.031,0.045,0.058,0.072,0.085,0.098,0.111,0.123,0.135,0.147,0.159,0.171,0.182,0.192,0.203,0.213,0.223,0.232,0.241,0.25,0.258,0.266,0.273,0.28,0.287,0.293,0.298,0.304,0.309,0.314,0.318,0.322,0.325,0.329,0.332,0.335,0.337,0.339
cone_width_m,0.5,0.55,0.55,0.600,0.600,0.65,0.700,0.700,0.75,0.8,0.8,0.850,0.850,0.9,0.950,0.950,1.,1.,1.05,1.1,1.1,1.150,1.150,1.200,1.200,1.25,1.25,1.3,1.325,1.35,1.375,1.400,1.450,1.450,1.5,1.5,1.55,1.55,1.6,1.6,1.650,1.650,1.675,1.700,1.725,1.75,1.75,1.8,1.8,1.85,1.85,1.900,1.900,1.950,1.950,2.,2.
