time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,28.77
cone_height_m,0.001,0.026,0.052,0.078,0.103,0.127,0.149,0.17,0.189,0.206,0.223,0.239,0.254,0.269,0.283,0.296,0.309,0.322,0.335,0.347,0.359,0.371,0.383,0.394,0.406,0.417,0.427,0.438,0.448,0.459,0.468,0.478,0.487,0.497,0.505,0.514,0.522,0.53,0.538,0.545,0.552,0.559,0.566,0.572,0.578,0.584,0.59,0.595,0.6,0.604,0.609,0.612,0.616,0.619,0.622,0.624,0.626,0.628,0.629
ice_height_m,-0.499,-0.474,-0.448,-0.422,-0.397,-0.371,-0.345,-0.319,-0.293,-0.268,-0.242,-0.216,-0.191,-0.166,-0.140,-0.115,-0.090,-0.065,-0.040,-0.016,0.009,0.033,0.057,0.081,0.105,0.129,0.152,0.175,0.198,0.221,0.243,0.265,0.287,0.308,0.329,0.349,0.369,0.389,0.407,0.426,0.443,0.460,0.476,0.492,0.507,0.520,0.533,0.545,0.556,0.566,0.576,0.584,0.591,0.598,0.604,0.609,0.614,0.617,0.619
cone_width_m,0.5,0.55,0.600,0.600,0.65,0.700,0.75,0.8,0.850,0.850,0.9,0.950,1.,1.05,1.05,1.1,1.150,1.200,1.200,1.25,1.3,1.325,1.35,1.400,1.450,1.450,1.5,1.55,1.55,1.6,1.650,1.650,1.700,1.75,1.75,1.8,1.85,1.85,1.900,1.950,1.950,2.,2.025,2.050,2.1,2.1,2.15,2.2,2.2,2.25,2.275,2.300,2.35,2.35,2.400,2.425,2.45,2.5,2.5
