time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,32.910000000000004
cone_height_m,0.001,0.026,0.052,0.078,0.103,0.129,0.154,0.179,0.202,0.225,0.246,0.267,0.286,0.304,0.322,0.339,0.356,0.372,0.387,0.402,0.416,0.431,0.444,0.458,0.471,0.484,0.497,0.51,0.522,0.534,0.546,0.557,0.569,0.58,0.591,0.601,0.612,0.622,0.632,0.642,0.651,0.660,0.67,0.678,0.687,0.696,0.704,0.712,0.72,0.727,0.735,0.742,0.748,0.755,0.761,0.766,0.771,0.776,0.781,0.785,0.789,0.792,0.795,0.798,0.800,0.802,0.804
ice_height_m,-0.499,-0.474,-0.448,-0.422,-0.397,-0.371,-0.345,-0.319,-0.293,-0.267,-0.242,-0.216,-0.190,-0.164,-0.139,-0.113,-0.088,-0.062,-0.037,-0.012,0.013,0.038,0.063,0.088,0.112,0.137,0.161,0.185,0.209,0.233,0.257,0.28,0.303,0.326,0.349,0.371,0.393,0.415,0.437,0.458,0.478,0.499,0.519,0.538,0.557,0.575,0.593,0.61,0.626,0.642,0.657,0.672,0.685,0.698,0.710,0.721,0.732,0.741,0.75,0.758,0.765,0.772,0.777,0.782,0.787,0.791,0.794
cone_width_m,0.5,0.55,0.55,0.600,0.65,0.65,0.700,0.75,0.75,0.8,0.850,0.850,0.9,0.9,0.950,1.,1.,1.05,1.1,1.1,1.150,1.150,1.200,1.25,1.25,1.3,1.3,1.35,1.35,1.400,1.450,1.450,1.5,1.5,1.55,1.55,1.6,1.6,1.650,1.675,1.700,1.725,1.75,1.8,1.8,1.85,1.85,1.900,1.900,1.950,1.950,2.,2.,2.050,2.050,2.1,2.1,2.15,2.15,2.2,2.2,2.25,2.25,2.275,2.300,2.325,2.35
