time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.17
cone_height_m,0.000,0.022,0.043,0.065,0.086,0.108,0.129,0.15,0.17,0.189,0.207,0.225,0.241,0.257,0.273,0.287,0.302,0.315,0.329,0.341,0.354,0.366,0.378,0.390,0.402,0.413,0.424,0.435,0.446,0.456,0.467,0.477,0.487,0.497,0.507,0.516,0.526,0.535,0.544,0.553,0.562,0.570,0.579,0.587,0.595,0.603,0.611,0.618,0.626,0.633,0.64,0.647,0.654,0.661,0.667,0.673,0.68,0.686,0.691,0.697,0.703,0.708,0.713,0.717,0.722,0.726,0.73,0.734,0.737,0.740,0.743,0.746,0.748,0.750,0.752,0.754,0.756,0.756
ice_height_m,-0.5,-0.478,-0.457,-0.435,-0.414,-0.392,-0.371,-0.349,-0.328,-0.306,-0.285,-0.263,-0.242,-0.220,-0.199,-0.177,-0.156,-0.135,-0.114,-0.093,-0.071,-0.050,-0.03,-0.009,0.012,0.033,0.053,0.074,0.094,0.115,0.135,0.155,0.175,0.195,0.214,0.234,0.253,0.273,0.292,0.311,0.329,0.348,0.366,0.384,0.402,0.419,0.437,0.454,0.470,0.487,0.503,0.518,0.534,0.548,0.563,0.577,0.590,0.603,0.615,0.627,0.639,0.65,0.66,0.669,0.679,0.687,0.695,0.702,0.709,0.715,0.721,0.726,0.731,0.735,0.739,0.742,0.745,0.746
cone_width_m,0.5,0.55,0.55,0.600,0.600,0.65,0.65,0.700,0.75,0.75,0.8,0.8,0.850,0.875,0.9,0.950,0.950,1.,1.,1.05,1.05,1.1,1.1,1.150,1.175,1.200,1.225,1.25,1.275,1.3,1.325,1.35,1.375,1.400,1.425,1.450,1.475,1.5,1.5,1.55,1.55,1.6,1.6,1.650,1.650,1.700,1.700,1.75,1.75,1.8,1.8,1.825,1.85,1.85,1.900,1.900,1.950,1.950,2.,2.,2.025,2.050,2.050,2.1,2.1,2.15,2.15,2.2,2.2,2.2,2.25,2.25,2.300,2.300,2.325,2.35,2.35,2.375
