time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.5,45.0,45.5,46.0,46.230000000000004
cone_height_m,0.000,0.013,0.026,0.039,0.052,0.064,0.075,0.085,0.094,0.103,0.111,0.118,0.125,0.132,0.139,0.145,0.151,0.157,0.163,0.169,0.174,0.18,0.185,0.191,0.196,0.201,0.206,0.211,0.216,0.221,0.226,0.231,0.236,0.241,0.245,0.25,0.255,0.259,0.264,0.268,0.273,0.277,0.281,0.285,0.29,0.294,0.298,0.302,0.306,0.31,0.314,0.318,0.321,0.325,0.329,0.332,0.336,0.339,0.342,0.346,0.349,0.352,0.355,0.358,0.361,0.363,0.366,0.368,0.371,0.373,0.375,0.377,0.379,0.381,0.383,0.385,0.386,0.388,0.389,0.391,0.392,0.394,0.395,0.396,0.398,0.399,0.4,0.401,0.402,0.402,0.403,0.404,0.404,0.405
ice_height_m,-0.5,-0.487,-0.474,-0.461,-0.448,-0.435,-0.422,-0.41,-0.397,-0.384,-0.371,-0.358,-0.345,-0.332,-0.32,-0.307,-0.294,-0.281,-0.269,-0.256,-0.243,-0.231,-0.218,-0.206,-0.193,-0.181,-0.169,-0.156,-0.144,-0.132,-0.119,-0.107,-0.095,-0.083,-0.071,-0.059,-0.047,-0.036,-0.024,-0.012,-0.000,0.011,0.023,0.034,0.045,0.057,0.068,0.079,0.09,0.101,0.112,0.122,0.133,0.143,0.154,0.164,0.174,0.184,0.194,0.204,0.213,0.222,0.232,0.241,0.249,0.258,0.266,0.275,0.283,0.290,0.298,0.305,0.312,0.319,0.325,0.331,0.337,0.343,0.348,0.353,0.358,0.362,0.366,0.370,0.374,0.377,0.380,0.383,0.386,0.388,0.390,0.392,0.394,0.395
cone_width_m,0.5,0.55,0.55,0.600,0.65,0.65,0.700,0.75,0.75,0.8,0.850,0.850,0.9,0.925,0.950,1.,1.,1.05,1.075,1.1,1.150,1.150,1.200,1.200,1.25,1.275,1.3,1.35,1.35,1.400,1.400,1.450,1.450,1.5,1.5,1.55,1.55,1.6,1.625,1.650,1.675,1.700,1.725,1.75,1.775,1.8,1.825,1.85,1.875,1.900,1.925,1.950,1.975,2.,2.025,2.050,2.050,2.1,2.1,2.15,2.15,2.2,2.2,2.25,2.25,2.300,2.300,2.35,2.35,2.400,2.400,2.425,2.45,2.45,2.5,2.5,2.550,2.550,2.6,2.6,2.650,2.650,2.675,2.7,2.7,2.75,2.75,2.800,2.800,2.85,2.85,2.875,2.900,2.900
