time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.5,45.0,45.5,46.0,46.5,47.0,47.5,48.0,48.5,49.0,49.5,50.0,50.5,51.0,51.5,52.0,52.5,53.0,53.5,54.0,54.5,55.0,55.5,56.0,56.5,57.0,57.5,58.0,58.5,59.0,59.5,60.0,60.5,61.0,61.5,62.0,62.5,63.0,63.5,64.0,64.5,65.0,65.5,66.0,66.5,67.0,67.5,68.0,68.5,69.0,69.5,70.0,70.5,71.0,71.5,72.0,72.5,73.0,73.5,74.0,74.5,75.0,75.5,76.0,76.5,77.0,77.5,78.0,78.5,79.0,79.5,80.0,80.5,81.0,81.5,82.0,82.5,83.0,83.5,84.0,84.5,85.0,85.5,86.0,86.5,87.0,87.5,88.0,88.5,89.0,89.5,90.0,90.5,91.0,91.5,92.0,92.5,93.0,93.5,94.0,94.5,95.0,95.43
cone_height_m,0.000,0.009,0.017,0.026,0.034,0.043,0.052,0.060,0.069,0.078,0.086,0.095,0.103,0.112,0.120,0.129,0.137,0.145,0.154,0.162,0.17,0.177,0.185,0.192,0.2,0.207,0.214,0.221,0.228,0.235,0.241,0.248,0.254,0.260,0.267,0.273,0.279,0.284,0.290,0.296,0.302,0.307,0.313,0.318,0.323,0.329,0.334,0.339,0.344,0.349,0.354,0.359,0.364,0.369,0.374,0.378,0.383,0.388,0.393,0.397,0.402,0.406,0.411,0.415,0.42,0.424,0.429,0.433,0.437,0.442,0.446,0.450,0.454,0.458,0.463,0.467,0.471,0.475,0.479,0.483,0.487,0.491,0.495,0.499,0.503,0.507,0.510,0.514,0.518,0.522,0.526,0.529,0.533,0.537,0.540,0.544,0.548,0.551,0.555,0.558,0.562,0.565,0.569,0.572,0.575,0.579,0.582,0.585,0.589,0.592,0.595,0.598,0.601,0.604,0.608,0.611,0.614,0.617,0.62,0.623,0.626,0.629,0.631,0.634,0.637,0.640,0.643,0.646,0.648,0.651,0.654,0.657,0.659,0.662,0.665,0.667,0.67,0.672,0.675,0.677,0.68,0.682,0.685,0.687,0.689,0.692,0.694,0.696,0.698,0.700,0.703,0.705,0.707,0.709,0.711,0.713,0.715,0.717,0.718,0.720,0.722,0.724,0.725,0.727,0.728,0.730,0.732,0.733,0.734,0.736,0.737,0.738,0.74,0.741,0.742,0.743,0.744,0.745,0.746,0.747,0.748,0.749,0.750,0.751,0.752,0.752,0.753,0.754,0.755,0.755,0.756,0.756
ice_height_m,-0.5,-0.491,-0.483,-0.474,-0.466,-0.457,-0.448,-0.44,-0.431,-0.422,-0.414,-0.405,-0.397,-0.388,-0.379,-0.371,-0.362,-0.353,-0.345,-0.336,-0.328,-0.319,-0.310,-0.302,-0.293,-0.285,-0.276,-0.267,-0.259,-0.250,-0.242,-0.233,-0.224,-0.216,-0.207,-0.199,-0.190,-0.182,-0.173,-0.165,-0.156,-0.148,-0.139,-0.131,-0.122,-0.114,-0.105,-0.097,-0.088,-0.08,-0.071,-0.063,-0.055,-0.046,-0.038,-0.03,-0.021,-0.013,-0.004,0.004,0.012,0.020,0.029,0.037,0.045,0.053,0.062,0.07,0.078,0.086,0.094,0.103,0.111,0.119,0.127,0.135,0.143,0.151,0.159,0.167,0.175,0.183,0.191,0.199,0.207,0.214,0.222,0.230,0.238,0.246,0.253,0.261,0.269,0.276,0.284,0.292,0.299,0.307,0.314,0.322,0.329,0.337,0.344,0.351,0.359,0.366,0.373,0.381,0.388,0.395,0.402,0.409,0.416,0.423,0.43,0.437,0.444,0.450,0.457,0.464,0.470,0.477,0.483,0.49,0.496,0.503,0.509,0.515,0.521,0.527,0.534,0.54,0.545,0.551,0.557,0.563,0.568,0.574,0.579,0.585,0.590,0.595,0.601,0.606,0.611,0.616,0.620,0.625,0.63,0.634,0.639,0.643,0.648,0.652,0.656,0.66,0.664,0.668,0.671,0.675,0.679,0.682,0.685,0.689,0.692,0.695,0.698,0.701,0.704,0.706,0.709,0.712,0.714,0.716,0.719,0.721,0.723,0.725,0.727,0.729,0.731,0.733,0.734,0.736,0.737,0.739,0.740,0.742,0.743,0.744,0.745,0.746
cone_width_m,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.600,0.600,0.600,0.600,0.65,0.65,0.65,0.65,0.65,0.700,0.700,0.700,0.700,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.8,0.850,0.850,0.850,0.850,0.9,0.9,0.9,0.9,0.925,0.950,0.950,0.950,0.950,1.,1.,1.,1.,1.025,1.05,1.05,1.05,1.05,1.1,1.1,1.1,1.1,1.1,1.150,1.150,1.150,1.150,1.175,1.200,1.200,1.200,1.200,1.225,1.25,1.25,1.25,1.25,1.275,1.3,1.3,1.3,1.3,1.325,1.35,1.35,1.35,1.35,1.375,1.400,1.400,1.400,1.400,1.425,1.450,1.450,1.450,1.450,1.475,1.5,1.5,1.5,1.5,1.5,1.55,1.55,1.55,1.55,1.55,1.6,1.6,1.6,1.6,1.6,1.625,1.650,1.650,1.650,1.650,1.675,1.700,1.700,1.700,1.700,1.700,1.75,1.75,1.75,1.75,1.75,1.775,1.8,1.8,1.8,1.8,1.8,1.85,1.85,1.85,1.85,1.85,1.875,1.900,1.900,1.900,1.900,1.900,1.950,1.950,1.950,1.950,1.950,1.975,2.,2.,2.,2.,2.,2.025,2.050,2.050,2.050,2.050,2.050,2.1,2.1,2.1,2.1,2.1,2.125,2.15,2.15,2.15,2.15,2.15,2.175,2.2,2.2,2.2,2.2,2.2,2.225,2.25,2.25,2.25,2.25,2.25,2.275,2.300,2.300,2.300,2.300,2.300,2.325,2.35,2.35,2.35,2.35,2.35,2.375
