time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.5,45.0,45.5,46.0,46.5,47.0,47.5,48.0,48.5,49.0,49.5,50.0,50.5,51.0,51.5,52.0,52.5,53.0,53.5,54.0,54.5,55.0,55.5,56.0,56.5,57.0,57.5,58.0,58.5,59.0,59.5,60.0,60.5,61.0,61.5,62.0,62.5,63.0,63.5,64.0,64.5,65.0,65.5,66.0,66.5,67.0,67.5,68.0,68.48
cone_height_m,0.000,0.013,0.026,0.039,0.052,0.065,0.078,0.091,0.103,0.116,0.129,0.142,0.155,0.167,0.180,0.192,0.205,0.216,0.228,0.24,0.251,0.262,0.273,0.283,0.294,0.304,0.314,0.323,0.333,0.342,0.351,0.360,0.369,0.378,0.386,0.394,0.403,0.411,0.419,0.426,0.434,0.442,0.449,0.456,0.464,0.471,0.478,0.485,0.492,0.499,0.506,0.513,0.519,0.526,0.532,0.539,0.545,0.552,0.558,0.564,0.570,0.577,0.583,0.589,0.595,0.601,0.606,0.612,0.618,0.624,0.629,0.635,0.640,0.646,0.651,0.656,0.661,0.667,0.672,0.677,0.682,0.687,0.692,0.697,0.702,0.707,0.711,0.716,0.721,0.725,0.730,0.735,0.739,0.744,0.748,0.752,0.756,0.761,0.765,0.769,0.773,0.777,0.781,0.785,0.788,0.792,0.796,0.799,0.802,0.806,0.809,0.812,0.815,0.818,0.821,0.824,0.827,0.829,0.832,0.834,0.836,0.839,0.841,0.843,0.845,0.847,0.849,0.850,0.852,0.853,0.855,0.856,0.857,0.859,0.86,0.861,0.862,0.863
ice_height_m,-0.5,-0.487,-0.474,-0.461,-0.448,-0.435,-0.422,-0.409,-0.397,-0.384,-0.371,-0.358,-0.345,-0.332,-0.319,-0.306,-0.293,-0.280,-0.267,-0.254,-0.241,-0.229,-0.216,-0.203,-0.19,-0.177,-0.164,-0.151,-0.139,-0.126,-0.113,-0.100,-0.087,-0.075,-0.062,-0.049,-0.036,-0.024,-0.011,0.002,0.014,0.027,0.039,0.052,0.064,0.077,0.089,0.102,0.114,0.126,0.139,0.151,0.163,0.176,0.188,0.2,0.212,0.224,0.236,0.248,0.260,0.272,0.284,0.296,0.307,0.319,0.331,0.342,0.354,0.365,0.377,0.388,0.399,0.411,0.422,0.433,0.444,0.455,0.466,0.476,0.487,0.498,0.508,0.519,0.529,0.539,0.549,0.559,0.569,0.579,0.589,0.598,0.607,0.617,0.626,0.635,0.644,0.652,0.661,0.669,0.678,0.686,0.694,0.701,0.709,0.716,0.723,0.730,0.737,0.744,0.750,0.757,0.763,0.769,0.774,0.78,0.785,0.79,0.795,0.799,0.804,0.808,0.812,0.816,0.82,0.823,0.827,0.83,0.833,0.835,0.838,0.841,0.843,0.845,0.847,0.849,0.851,0.853
cone_width_m,0.5,0.5,0.55,0.55,0.55,0.600,0.600,0.600,0.600,0.65,0.65,0.65,0.700,0.700,0.700,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.850,0.850,0.850,0.9,0.9,0.9,0.950,0.950,0.950,0.950,1.,1.,1.,1.05,1.05,1.05,1.075,1.1,1.1,1.1,1.150,1.150,1.150,1.175,1.200,1.200,1.200,1.25,1.25,1.25,1.25,1.3,1.3,1.3,1.325,1.35,1.35,1.35,1.400,1.400,1.400,1.400,1.450,1.450,1.450,1.450,1.5,1.5,1.5,1.525,1.55,1.55,1.55,1.575,1.6,1.6,1.6,1.625,1.650,1.650,1.650,1.675,1.700,1.700,1.700,1.725,1.75,1.75,1.75,1.775,1.8,1.8,1.8,1.825,1.85,1.85,1.85,1.85,1.900,1.900,1.900,1.900,1.950,1.950,1.950,1.950,2.,2.,2.,2.,2.025,2.050,2.050,2.050,2.050,2.1,2.1,2.1,2.1,2.15,2.15,2.15,2.15,2.175,2.2,2.2,2.2,2.2,2.25,2.25,2.25,2.25,2.275,2.300,2.300,2.300
