time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.5,44.57
cone_height_m,0.000,0.022,0.043,0.065,0.086,0.108,0.129,0.151,0.172,0.194,0.215,0.236,0.257,0.277,0.297,0.317,0.336,0.355,0.373,0.390,0.407,0.424,0.44,0.455,0.470,0.485,0.499,0.513,0.527,0.54,0.553,0.565,0.578,0.59,0.602,0.613,0.625,0.636,0.647,0.658,0.669,0.679,0.69,0.700,0.710,0.720,0.730,0.74,0.749,0.759,0.768,0.777,0.786,0.795,0.804,0.813,0.821,0.83,0.838,0.846,0.854,0.862,0.870,0.878,0.885,0.892,0.899,0.906,0.913,0.919,0.925,0.931,0.937,0.943,0.948,0.953,0.957,0.962,0.966,0.970,0.974,0.977,0.980,0.983,0.986,0.988,0.991,0.993,0.995,0.996,0.997
ice_height_m,-0.5,-0.478,-0.457,-0.435,-0.414,-0.392,-0.371,-0.349,-0.328,-0.306,-0.284,-0.263,-0.241,-0.22,-0.198,-0.177,-0.155,-0.134,-0.112,-0.091,-0.069,-0.048,-0.027,-0.005,0.016,0.037,0.058,0.079,0.101,0.122,0.143,0.163,0.184,0.205,0.226,0.246,0.267,0.287,0.307,0.328,0.348,0.368,0.387,0.407,0.427,0.446,0.465,0.484,0.503,0.522,0.541,0.559,0.577,0.595,0.613,0.631,0.648,0.665,0.682,0.698,0.714,0.73,0.745,0.760,0.775,0.789,0.803,0.817,0.829,0.842,0.854,0.866,0.877,0.887,0.897,0.906,0.915,0.924,0.932,0.939,0.946,0.952,0.958,0.963,0.968,0.972,0.976,0.98,0.983,0.986,0.987
cone_width_m,0.5,0.5,0.55,0.55,0.600,0.600,0.65,0.65,0.65,0.700,0.700,0.75,0.75,0.8,0.8,0.850,0.850,0.9,0.9,0.950,0.950,0.975,1.,1.,1.05,1.05,1.1,1.1,1.150,1.150,1.150,1.200,1.200,1.25,1.25,1.3,1.3,1.3,1.35,1.35,1.400,1.400,1.400,1.450,1.450,1.5,1.5,1.5,1.55,1.55,1.575,1.6,1.6,1.650,1.650,1.650,1.700,1.700,1.725,1.75,1.75,1.8,1.8,1.8,1.85,1.85,1.85,1.900,1.900,1.900,1.950,1.950,1.950,2.,2.,2.,2.050,2.050,2.050,2.1,2.1,2.1,2.15,2.15,2.15,2.2,2.2,2.2,2.25,2.25,2.25
