time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.5,45.0,45.5,46.0,46.5,47.0,47.5,48.0,48.5,49.0,49.5,50.0,50.5,51.0,51.5,52.0,52.5,53.0,53.5,54.0,54.5,55.0,55.5,56.0,56.5,57.0,57.5,57.54
cone_height_m,0.000,0.013,0.026,0.039,0.052,0.065,0.078,0.090,0.103,0.115,0.127,0.138,0.149,0.16,0.17,0.179,0.189,0.198,0.206,0.215,0.223,0.231,0.239,0.247,0.254,0.261,0.269,0.276,0.283,0.29,0.296,0.303,0.31,0.316,0.322,0.329,0.335,0.341,0.347,0.354,0.36,0.366,0.371,0.377,0.383,0.389,0.395,0.400,0.406,0.411,0.417,0.422,0.428,0.433,0.438,0.443,0.448,0.454,0.459,0.464,0.469,0.473,0.478,0.483,0.488,0.492,0.497,0.501,0.505,0.51,0.514,0.518,0.522,0.526,0.530,0.534,0.538,0.541,0.545,0.549,0.552,0.556,0.559,0.562,0.566,0.569,0.572,0.575,0.578,0.581,0.584,0.587,0.59,0.592,0.595,0.598,0.6,0.602,0.604,0.607,0.609,0.611,0.613,0.614,0.616,0.618,0.619,0.621,0.622,0.623,0.624,0.626,0.627,0.628,0.628,0.629,0.629
ice_height_m,-0.5,-0.487,-0.474,-0.461,-0.448,-0.435,-0.422,-0.409,-0.397,-0.384,-0.371,-0.358,-0.345,-0.332,-0.319,-0.306,-0.293,-0.280,-0.268,-0.255,-0.242,-0.229,-0.216,-0.204,-0.191,-0.178,-0.166,-0.153,-0.140,-0.128,-0.115,-0.103,-0.090,-0.078,-0.065,-0.053,-0.040,-0.028,-0.016,-0.003,0.009,0.021,0.033,0.045,0.057,0.069,0.081,0.093,0.105,0.117,0.129,0.140,0.152,0.164,0.175,0.187,0.198,0.209,0.221,0.232,0.243,0.254,0.265,0.276,0.287,0.297,0.308,0.318,0.329,0.339,0.349,0.359,0.369,0.379,0.389,0.398,0.407,0.417,0.426,0.435,0.443,0.452,0.460,0.469,0.477,0.484,0.492,0.499,0.507,0.514,0.520,0.527,0.533,0.539,0.545,0.551,0.556,0.561,0.566,0.571,0.576,0.58,0.584,0.588,0.591,0.595,0.598,0.601,0.604,0.607,0.609,0.611,0.614,0.616,0.618,0.619,0.619
cone_width_m,0.5,0.5,0.55,0.55,0.600,0.600,0.600,0.65,0.65,0.700,0.700,0.75,0.75,0.75,0.8,0.8,0.850,0.850,0.850,0.9,0.9,0.950,0.950,0.950,1.,1.,1.05,1.05,1.05,1.1,1.1,1.125,1.150,1.150,1.200,1.200,1.200,1.25,1.25,1.25,1.3,1.3,1.325,1.35,1.35,1.400,1.400,1.400,1.450,1.450,1.450,1.5,1.5,1.5,1.55,1.55,1.55,1.6,1.6,1.6,1.650,1.650,1.650,1.700,1.700,1.700,1.75,1.75,1.75,1.8,1.8,1.8,1.85,1.85,1.85,1.900,1.900,1.900,1.950,1.950,1.950,1.975,2.,2.,2.025,2.050,2.050,2.050,2.1,2.1,2.1,2.15,2.15,2.15,2.2,2.2,2.2,2.225,2.25,2.25,2.275,2.300,2.300,2.300,2.35,2.35,2.35,2.400,2.400,2.400,2.425,2.45,2.45,2.45,2.5,2.5,2.5
