time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,36.660000000000004
cone_height_m,0.000,0.017,0.034,0.052,0.068,0.084,0.098,0.111,0.122,0.133,0.143,0.153,0.162,0.171,0.179,0.187,0.195,0.203,0.211,0.218,0.226,0.233,0.240,0.247,0.254,0.261,0.268,0.275,0.281,0.288,0.294,0.301,0.307,0.313,0.319,0.325,0.331,0.337,0.343,0.348,0.354,0.359,0.364,0.369,0.374,0.379,0.384,0.389,0.393,0.397,0.401,0.405,0.409,0.412,0.416,0.419,0.422,0.425,0.428,0.431,0.433,0.436,0.438,0.441,0.443,0.445,0.447,0.448,0.45,0.451,0.453,0.454,0.455,0.456,0.456
ice_height_m,-0.5,-0.483,-0.466,-0.448,-0.431,-0.414,-0.397,-0.379,-0.362,-0.345,-0.328,-0.311,-0.294,-0.277,-0.26,-0.243,-0.226,-0.209,-0.193,-0.176,-0.159,-0.143,-0.126,-0.110,-0.094,-0.078,-0.061,-0.045,-0.029,-0.014,0.002,0.018,0.033,0.049,0.064,0.079,0.094,0.109,0.124,0.138,0.153,0.167,0.181,0.195,0.209,0.222,0.235,0.248,0.261,0.273,0.285,0.297,0.308,0.319,0.329,0.34,0.349,0.359,0.368,0.376,0.384,0.391,0.398,0.405,0.411,0.416,0.421,0.426,0.43,0.434,0.437,0.440,0.443,0.445,0.446
cone_width_m,0.5,0.55,0.600,0.600,0.65,0.700,0.75,0.75,0.8,0.850,0.9,0.9,0.950,1.,1.05,1.05,1.1,1.150,1.150,1.200,1.25,1.25,1.3,1.35,1.35,1.400,1.450,1.450,1.5,1.525,1.55,1.6,1.6,1.650,1.700,1.700,1.75,1.75,1.8,1.85,1.85,1.900,1.900,1.950,1.975,2.,2.050,2.050,2.1,2.1,2.15,2.175,2.2,2.25,2.25,2.300,2.300,2.35,2.35,2.400,2.425,2.45,2.5,2.5,2.550,2.550,2.6,2.6,2.650,2.650,2.7,2.7,2.75,2.75,2.800
