time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,39.75
cone_height_m,0.000,0.017,0.034,0.052,0.069,0.085,0.101,0.116,0.13,0.142,0.154,0.165,0.176,0.186,0.196,0.206,0.215,0.224,0.233,0.241,0.25,0.258,0.266,0.274,0.282,0.289,0.297,0.305,0.312,0.319,0.326,0.334,0.341,0.348,0.354,0.361,0.368,0.374,0.381,0.387,0.394,0.4,0.406,0.412,0.418,0.423,0.429,0.434,0.44,0.445,0.450,0.455,0.46,0.464,0.469,0.473,0.477,0.481,0.485,0.489,0.493,0.496,0.5,0.503,0.506,0.509,0.512,0.515,0.518,0.520,0.523,0.525,0.527,0.529,0.530,0.532,0.534,0.535,0.536,0.537,0.538
ice_height_m,-0.5,-0.483,-0.466,-0.448,-0.431,-0.414,-0.397,-0.379,-0.362,-0.345,-0.328,-0.311,-0.294,-0.276,-0.259,-0.242,-0.225,-0.209,-0.192,-0.175,-0.158,-0.141,-0.125,-0.108,-0.092,-0.075,-0.059,-0.043,-0.026,-0.010,0.006,0.022,0.038,0.053,0.069,0.085,0.100,0.115,0.131,0.146,0.161,0.175,0.190,0.205,0.219,0.233,0.247,0.261,0.275,0.288,0.301,0.314,0.327,0.339,0.351,0.363,0.374,0.385,0.396,0.406,0.416,0.426,0.435,0.444,0.452,0.46,0.467,0.474,0.481,0.487,0.493,0.498,0.503,0.507,0.511,0.515,0.518,0.521,0.524,0.527,0.528
cone_width_m,0.5,0.55,0.55,0.600,0.65,0.65,0.700,0.75,0.75,0.8,0.825,0.850,0.9,0.9,0.950,1.,1.,1.05,1.05,1.1,1.150,1.150,1.200,1.200,1.25,1.25,1.3,1.35,1.35,1.400,1.400,1.450,1.450,1.5,1.5,1.55,1.55,1.6,1.6,1.650,1.675,1.700,1.725,1.75,1.775,1.8,1.825,1.85,1.875,1.900,1.925,1.950,1.975,2.,2.025,2.050,2.075,2.1,2.125,2.15,2.15,2.2,2.2,2.25,2.25,2.300,2.300,2.35,2.35,2.400,2.400,2.45,2.45,2.475,2.5,2.525,2.550,2.550,2.6,2.6,2.625
