time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,34.67
cone_height_m,0.000,0.017,0.034,0.052,0.067,0.082,0.094,0.105,0.116,0.125,0.134,0.143,0.151,0.159,0.167,0.174,0.182,0.189,0.196,0.203,0.21,0.216,0.223,0.229,0.236,0.242,0.248,0.255,0.261,0.267,0.272,0.278,0.284,0.29,0.295,0.301,0.306,0.311,0.316,0.321,0.326,0.331,0.336,0.340,0.345,0.349,0.353,0.357,0.361,0.364,0.367,0.371,0.374,0.376,0.379,0.382,0.384,0.386,0.388,0.390,0.392,0.394,0.396,0.398,0.399,0.400,0.402,0.403,0.404,0.404,0.405
ice_height_m,-0.5,-0.483,-0.466,-0.448,-0.431,-0.414,-0.397,-0.379,-0.362,-0.345,-0.328,-0.311,-0.294,-0.277,-0.260,-0.243,-0.227,-0.210,-0.193,-0.177,-0.160,-0.144,-0.128,-0.111,-0.095,-0.079,-0.063,-0.047,-0.032,-0.016,-0.000,0.015,0.030,0.045,0.060,0.075,0.09,0.104,0.119,0.133,0.147,0.161,0.174,0.187,0.200,0.213,0.226,0.238,0.249,0.261,0.272,0.283,0.293,0.303,0.312,0.321,0.329,0.337,0.345,0.351,0.358,0.364,0.369,0.374,0.378,0.382,0.386,0.389,0.391,0.394,0.395
cone_width_m,0.5,0.55,0.600,0.65,0.65,0.700,0.75,0.8,0.850,0.9,0.950,0.975,1.,1.05,1.1,1.150,1.175,1.200,1.25,1.3,1.325,1.35,1.400,1.450,1.450,1.5,1.55,1.55,1.6,1.650,1.675,1.700,1.75,1.775,1.8,1.85,1.875,1.900,1.950,1.975,2.,2.050,2.050,2.1,2.15,2.15,2.2,2.25,2.25,2.300,2.325,2.35,2.400,2.400,2.45,2.5,2.5,2.550,2.550,2.6,2.650,2.650,2.7,2.7,2.75,2.800,2.800,2.85,2.85,2.900,2.900
