time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.5,45.0,45.5,46.0,46.5,47.0,47.5,48.0,48.5,49.0,49.5,50.0,50.5,51.0,51.5,52.0,52.5,53.0,53.5,54.0,54.5,55.0,55.5,56.0,56.5,57.0,57.5,58.0,58.5,59.0,59.5,60.0,60.5,61.0,61.5,62.0,62.5,63.0,63.5,64.0,64.5,65.0,65.5,66.0,66.5,67.0,67.5,68.0,68.5,69.0,69.5,70.0,70.5,71.0,71.22
cone_height_m,0.000,0.017,0.034,0.052,0.069,0.086,0.103,0.121,0.138,0.155,0.172,0.19,0.207,0.224,0.241,0.258,0.275,0.292,0.309,0.326,0.343,0.359,0.376,0.392,0.408,0.424,0.44,0.456,0.471,0.486,0.502,0.517,0.532,0.546,0.561,0.575,0.59,0.604,0.618,0.632,0.645,0.659,0.672,0.686,0.699,0.712,0.725,0.738,0.750,0.763,0.775,0.787,0.8,0.812,0.824,0.836,0.847,0.859,0.871,0.882,0.893,0.905,0.916,0.927,0.938,0.948,0.959,0.97,0.980,0.991,1.001,1.011,1.021,1.031,1.041,1.051,1.061,1.071,1.080,1.09,1.099,1.108,1.118,1.127,1.136,1.145,1.153,1.162,1.171,1.179,1.188,1.196,1.205,1.213,1.221,1.229,1.237,1.245,1.252,1.26,1.267,1.275,1.282,1.289,1.296,1.303,1.31,1.316,1.323,1.329,1.336,1.342,1.348,1.354,1.359,1.365,1.370,1.376,1.381,1.386,1.391,1.395,1.4,1.404,1.408,1.412,1.416,1.419,1.423,1.426,1.429,1.432,1.435,1.438,1.440,1.443,1.445,1.447,1.449,1.451,1.452,1.454,1.455,1.456
ice_height_m,-0.5,-0.483,-0.466,-0.448,-0.431,-0.414,-0.397,-0.379,-0.362,-0.345,-0.328,-0.310,-0.293,-0.276,-0.259,-0.241,-0.224,-0.207,-0.19,-0.172,-0.155,-0.138,-0.121,-0.104,-0.086,-0.069,-0.052,-0.035,-0.017,-0.000,0.017,0.034,0.051,0.068,0.085,0.103,0.12,0.137,0.154,0.171,0.188,0.205,0.222,0.239,0.256,0.273,0.29,0.307,0.323,0.340,0.357,0.374,0.391,0.407,0.424,0.441,0.457,0.474,0.490,0.507,0.523,0.54,0.556,0.572,0.589,0.605,0.621,0.637,0.653,0.669,0.685,0.701,0.717,0.733,0.749,0.764,0.780,0.796,0.811,0.826,0.842,0.857,0.872,0.887,0.902,0.917,0.932,0.946,0.961,0.975,0.99,1.004,1.018,1.032,1.046,1.059,1.073,1.086,1.099,1.112,1.125,1.138,1.150,1.163,1.175,1.187,1.199,1.210,1.221,1.233,1.243,1.254,1.264,1.274,1.284,1.294,1.303,1.312,1.321,1.329,1.337,1.345,1.353,1.36,1.367,1.374,1.38,1.386,1.392,1.397,1.402,1.407,1.412,1.416,1.420,1.424,1.428,1.431,1.434,1.437,1.440,1.443,1.445,1.446
cone_width_m,2.,2.050,2.1,2.15,2.2,2.2,2.25,2.300,2.35,2.400,2.45,2.5,2.550,2.6,2.650,2.7,2.75,2.800,2.85,2.900,2.95,3.,3.050,3.1,3.150,3.2,3.2,3.25,3.300,3.35,3.400,3.45,3.5,3.550,3.6,3.6,3.650,3.7,3.75,3.800,3.85,3.900,3.95,3.95,4.,4.05,4.100,4.15,4.2,4.25,4.25,4.3,4.350,4.4,4.45,4.5,4.55,4.55,4.600,4.65,4.7,4.75,4.800,4.800,4.850,4.9,4.95,5.,5.050,5.050,5.100,5.15,5.2,5.25,5.300,5.300,5.350,5.4,5.45,5.5,5.5,5.550,5.600,5.65,5.7,5.725,5.75,5.800,5.850,5.9,5.95,5.95,6.,6.050,6.100,6.15,6.15,6.2,6.25,6.300,6.350,6.350,6.4,6.45,6.5,6.550,6.550,6.600,6.65,6.7,6.7,6.75,6.800,6.850,6.9,6.9,6.95,7.,7.050,7.100,7.100,7.15,7.2,7.25,7.25,7.300,7.350,7.4,7.45,7.45,7.5,7.550,7.600,7.600,7.65,7.7,7.75,7.75,7.800,7.850,7.9,7.95,7.95,8.
