time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.5,45.0,45.5,46.0,46.5,47.0,47.5,48.0,48.5,49.0,49.5,50.0,50.5,51.0,51.5,52.0,52.5,53.0,53.5,54.0,54.5,55.0,55.5,56.0,56.5,57.0,57.5,58.0,58.5,59.0,59.5,60.0,60.5,61.0,61.5,62.0,62.5,63.0,63.5,64.0,64.5,65.0,65.5,66.0,66.5,67.0,67.5,68.0,68.5,69.0,69.5,70.0,70.5,71.0,71.5,72.0,72.5,73.0,73.5,74.0,74.5,74.99
cone_height_m,0.000,0.019,0.037,0.049,0.059,0.067,0.074,0.080,0.087,0.093,0.098,0.104,0.109,0.115,0.120,0.125,0.131,0.136,0.141,0.146,0.151,0.156,0.160,0.165,0.17,0.175,0.179,0.184,0.189,0.193,0.198,0.202,0.207,0.211,0.215,0.22,0.224,0.228,0.233,0.237,0.241,0.245,0.249,0.253,0.257,0.261,0.265,0.269,0.273,0.277,0.281,0.285,0.289,0.293,0.297,0.300,0.304,0.308,0.312,0.315,0.319,0.323,0.326,0.33,0.333,0.337,0.341,0.344,0.348,0.351,0.354,0.358,0.361,0.365,0.368,0.372,0.375,0.378,0.382,0.385,0.388,0.391,0.395,0.398,0.401,0.404,0.407,0.410,0.414,0.417,0.42,0.423,0.426,0.429,0.432,0.435,0.438,0.441,0.444,0.447,0.45,0.453,0.455,0.458,0.461,0.464,0.467,0.469,0.472,0.475,0.477,0.480,0.483,0.485,0.488,0.490,0.493,0.495,0.498,0.500,0.502,0.505,0.507,0.509,0.511,0.513,0.515,0.517,0.519,0.521,0.523,0.525,0.526,0.528,0.529,0.530,0.531,0.532,0.533,0.534,0.534,0.535,0.535,0.535,0.535,0.534,0.534,0.534,0.534,0.534,0.534
ice_height_m,-2.,-1.981,-1.962,-1.942,-1.923,-1.904,-1.885,-1.865,-1.846,-1.827,-1.808,-1.789,-1.769,-1.750,-1.731,-1.712,-1.693,-1.674,-1.654,-1.635,-1.616,-1.597,-1.578,-1.559,-1.54,-1.521,-1.501,-1.482,-1.463,-1.444,-1.425,-1.406,-1.387,-1.368,-1.349,-1.33,-1.311,-1.292,-1.273,-1.254,-1.235,-1.216,-1.197,-1.178,-1.159,-1.140,-1.121,-1.102,-1.084,-1.065,-1.046,-1.027,-1.008,-0.989,-0.970,-0.952,-0.933,-0.914,-0.895,-0.877,-0.858,-0.839,-0.820,-0.802,-0.783,-0.764,-0.746,-0.727,-0.709,-0.69,-0.671,-0.653,-0.634,-0.616,-0.597,-0.579,-0.560,-0.542,-0.524,-0.505,-0.487,-0.469,-0.450,-0.432,-0.414,-0.396,-0.378,-0.359,-0.341,-0.323,-0.305,-0.287,-0.269,-0.251,-0.233,-0.216,-0.198,-0.180,-0.162,-0.145,-0.127,-0.11,-0.092,-0.075,-0.057,-0.040,-0.023,-0.006,0.011,0.028,0.045,0.062,0.079,0.096,0.112,0.129,0.145,0.161,0.177,0.193,0.209,0.224,0.24,0.255,0.270,0.285,0.3,0.314,0.329,0.343,0.356,0.37,0.383,0.395,0.408,0.419,0.431,0.442,0.452,0.462,0.471,0.48,0.487,0.494,0.501,0.506,0.511,0.515,0.519,0.522,0.524
cone_width_m,0.25,0.300,0.350,0.4,0.45,0.45,0.5,0.55,0.600,0.65,0.65,0.700,0.75,0.75,0.8,0.850,0.850,0.9,0.950,0.950,1.,1.025,1.05,1.1,1.1,1.150,1.175,1.200,1.25,1.25,1.3,1.3,1.35,1.375,1.400,1.425,1.450,1.5,1.5,1.55,1.55,1.6,1.6,1.650,1.675,1.700,1.725,1.75,1.775,1.8,1.825,1.85,1.875,1.900,1.925,1.950,2.,2.,2.050,2.050,2.1,2.1,2.15,2.15,2.175,2.2,2.225,2.25,2.275,2.300,2.325,2.35,2.375,2.400,2.425,2.45,2.45,2.5,2.5,2.550,2.550,2.6,2.6,2.650,2.650,2.7,2.7,2.725,2.75,2.775,2.800,2.800,2.85,2.85,2.900,2.900,2.95,2.95,3.,3.,3.025,3.050,3.050,3.1,3.1,3.150,3.150,3.2,3.2,3.225,3.25,3.25,3.300,3.300,3.35,3.35,3.400,3.400,3.425,3.45,3.45,3.5,3.5,3.550,3.550,3.575,3.6,3.6,3.650,3.650,3.7,3.7,3.725,3.75,3.75,3.800,3.800,3.85,3.85,3.875,3.900,3.900,3.95,3.95,3.975,4.,4.,4.05,4.05,4.100,4.100
