time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.15
cone_height_m,0.000,0.019,0.035,0.048,0.057,0.065,0.072,0.078,0.084,0.09,0.096,0.101,0.106,0.112,0.117,0.122,0.127,0.132,0.137,0.141,0.146,0.151,0.156,0.160,0.165,0.169,0.174,0.178,0.182,0.187,0.191,0.195,0.2,0.204,0.208,0.212,0.216,0.22,0.224,0.228,0.232,0.236,0.239,0.243,0.247,0.250,0.254,0.258,0.261,0.265,0.268,0.272,0.275,0.278,0.282,0.285,0.288,0.291,0.294,0.297,0.300,0.303,0.306,0.309,0.311,0.314,0.316,0.319,0.321,0.323,0.326,0.328,0.33,0.331,0.333,0.334,0.336,0.337,0.338,0.339,0.339,0.34,0.34,0.34,0.34,0.340,0.340,0.341,0.341,0.341
ice_height_m,-1.,-0.981,-0.963,-0.944,-0.926,-0.907,-0.889,-0.871,-0.852,-0.834,-0.815,-0.797,-0.779,-0.760,-0.742,-0.724,-0.705,-0.687,-0.669,-0.651,-0.633,-0.614,-0.596,-0.578,-0.560,-0.542,-0.524,-0.506,-0.489,-0.471,-0.453,-0.435,-0.417,-0.4,-0.382,-0.364,-0.347,-0.329,-0.312,-0.295,-0.277,-0.260,-0.243,-0.226,-0.209,-0.192,-0.175,-0.158,-0.141,-0.125,-0.108,-0.092,-0.075,-0.059,-0.043,-0.027,-0.011,0.005,0.020,0.036,0.051,0.066,0.081,0.095,0.11,0.124,0.138,0.152,0.165,0.178,0.191,0.203,0.215,0.227,0.238,0.248,0.259,0.268,0.277,0.285,0.293,0.3,0.306,0.312,0.317,0.321,0.324,0.327,0.330,0.331
cone_width_m,0.25,0.300,0.350,0.4,0.425,0.45,0.5,0.55,0.600,0.625,0.65,0.700,0.75,0.75,0.8,0.825,0.850,0.9,0.925,0.950,1.,1.,1.05,1.075,1.1,1.150,1.150,1.200,1.200,1.25,1.275,1.3,1.35,1.35,1.400,1.400,1.450,1.450,1.5,1.5,1.55,1.575,1.6,1.625,1.650,1.675,1.700,1.725,1.75,1.775,1.8,1.85,1.85,1.900,1.900,1.950,1.950,2.,2.,2.025,2.050,2.075,2.1,2.125,2.15,2.175,2.2,2.225,2.25,2.25,2.300,2.300,2.35,2.35,2.400,2.400,2.45,2.45,2.5,2.5,2.525,2.550,2.575,2.6,2.6,2.650,2.650,2.7,2.7,2.7
