time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.33
cone_height_m,0.000,0.015,0.030,0.045,0.061,0.076,0.091,0.106,0.120,0.135,0.148,0.162,0.174,0.186,0.198,0.209,0.220,0.231,0.241,0.251,0.260,0.27,0.278,0.287,0.296,0.304,0.312,0.319,0.327,0.334,0.341,0.348,0.355,0.362,0.368,0.375,0.381,0.387,0.393,0.399,0.404,0.410,0.415,0.421,0.426,0.431,0.435,0.440,0.445,0.449,0.453,0.457,0.461,0.465,0.468,0.471,0.474,0.477,0.480,0.483,0.485,0.488,0.49,0.492,0.494,0.495,0.497,0.499,0.5,0.501
ice_height_m,-0.25,-0.235,-0.22,-0.205,-0.189,-0.174,-0.159,-0.144,-0.129,-0.114,-0.099,-0.083,-0.068,-0.053,-0.038,-0.023,-0.009,0.006,0.021,0.035,0.050,0.064,0.079,0.093,0.107,0.121,0.135,0.149,0.162,0.176,0.189,0.202,0.215,0.227,0.24,0.252,0.264,0.276,0.287,0.299,0.309,0.320,0.331,0.341,0.351,0.360,0.369,0.378,0.387,0.395,0.403,0.410,0.418,0.425,0.431,0.437,0.443,0.448,0.454,0.458,0.463,0.467,0.471,0.475,0.478,0.481,0.484,0.487,0.489,0.491
cone_width_m,1.,1.05,1.1,1.1,1.150,1.200,1.25,1.3,1.35,1.400,1.450,1.5,1.5,1.55,1.6,1.650,1.700,1.75,1.75,1.8,1.85,1.900,1.950,2.,2.,2.050,2.1,2.15,2.15,2.2,2.25,2.300,2.35,2.35,2.400,2.45,2.5,2.5,2.550,2.6,2.650,2.650,2.7,2.75,2.775,2.800,2.85,2.900,2.900,2.95,3.,3.050,3.050,3.1,3.150,3.150,3.2,3.25,3.25,3.300,3.35,3.375,3.400,3.45,3.475,3.5,3.550,3.6,3.6,3.650
