time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.19
cone_height_m,0.000,0.022,0.043,0.065,0.086,0.108,0.129,0.149,0.169,0.188,0.206,0.224,0.24,0.255,0.270,0.284,0.298,0.311,0.324,0.336,0.348,0.36,0.371,0.383,0.393,0.404,0.415,0.425,0.435,0.445,0.455,0.465,0.475,0.484,0.493,0.502,0.511,0.520,0.529,0.537,0.546,0.554,0.562,0.57,0.577,0.585,0.592,0.599,0.606,0.613,0.62,0.626,0.633,0.639,0.645,0.651,0.657,0.662,0.668,0.673,0.678,0.682,0.687,0.691,0.695,0.699,0.702,0.705,0.708,0.711,0.713,0.715,0.717,0.719,0.721,0.721
ice_height_m,-0.5,-0.478,-0.457,-0.435,-0.414,-0.392,-0.371,-0.349,-0.328,-0.306,-0.285,-0.263,-0.242,-0.220,-0.199,-0.177,-0.156,-0.135,-0.114,-0.093,-0.072,-0.051,-0.03,-0.009,0.012,0.032,0.053,0.073,0.094,0.114,0.134,0.154,0.174,0.193,0.213,0.232,0.251,0.270,0.289,0.308,0.326,0.345,0.363,0.380,0.398,0.415,0.432,0.448,0.464,0.480,0.496,0.511,0.525,0.539,0.553,0.566,0.579,0.591,0.602,0.613,0.624,0.633,0.643,0.651,0.659,0.667,0.673,0.68,0.686,0.691,0.695,0.7,0.704,0.707,0.710,0.711
cone_width_m,0.5,0.55,0.55,0.600,0.600,0.65,0.700,0.700,0.75,0.8,0.8,0.850,0.850,0.9,0.950,0.950,1.,1.,1.05,1.1,1.1,1.150,1.150,1.200,1.200,1.25,1.275,1.3,1.35,1.35,1.400,1.400,1.450,1.450,1.5,1.5,1.55,1.55,1.6,1.6,1.650,1.650,1.700,1.700,1.75,1.75,1.8,1.8,1.85,1.85,1.900,1.900,1.925,1.950,1.975,2.,2.,2.050,2.050,2.1,2.1,2.15,2.15,2.2,2.2,2.225,2.25,2.25,2.300,2.300,2.35,2.35,2.375,2.400,2.400,2.45
