time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,42.62
cone_height_m,0.000,0.022,0.043,0.065,0.086,0.108,0.129,0.151,0.172,0.194,0.215,0.236,0.257,0.277,0.297,0.316,0.334,0.352,0.369,0.386,0.402,0.417,0.431,0.446,0.459,0.472,0.485,0.498,0.510,0.522,0.534,0.545,0.556,0.567,0.578,0.589,0.6,0.61,0.620,0.630,0.640,0.65,0.659,0.669,0.678,0.687,0.697,0.706,0.714,0.723,0.732,0.740,0.749,0.757,0.765,0.773,0.781,0.789,0.796,0.804,0.811,0.818,0.825,0.832,0.838,0.845,0.851,0.857,0.862,0.868,0.873,0.878,0.883,0.887,0.891,0.895,0.899,0.902,0.906,0.909,0.911,0.914,0.916,0.918,0.92,0.922,0.922
ice_height_m,-0.5,-0.478,-0.457,-0.435,-0.414,-0.392,-0.371,-0.349,-0.328,-0.306,-0.284,-0.263,-0.241,-0.22,-0.198,-0.177,-0.155,-0.134,-0.112,-0.091,-0.07,-0.048,-0.027,-0.006,0.016,0.037,0.058,0.079,0.1,0.121,0.141,0.162,0.183,0.203,0.224,0.244,0.264,0.285,0.305,0.324,0.344,0.364,0.383,0.403,0.422,0.441,0.459,0.478,0.496,0.515,0.533,0.550,0.568,0.585,0.602,0.619,0.635,0.651,0.666,0.682,0.697,0.711,0.725,0.739,0.752,0.765,0.777,0.789,0.800,0.811,0.821,0.830,0.84,0.848,0.856,0.863,0.870,0.877,0.882,0.888,0.893,0.897,0.901,0.905,0.908,0.911,0.912
cone_width_m,0.5,0.5,0.55,0.55,0.600,0.600,0.65,0.65,0.700,0.700,0.75,0.75,0.8,0.825,0.850,0.9,0.9,0.950,0.950,1.,1.,1.05,1.05,1.1,1.1,1.150,1.150,1.200,1.200,1.25,1.25,1.275,1.3,1.3,1.35,1.35,1.400,1.400,1.450,1.450,1.5,1.5,1.5,1.55,1.55,1.6,1.6,1.625,1.650,1.650,1.700,1.700,1.75,1.75,1.75,1.8,1.8,1.825,1.85,1.85,1.900,1.900,1.925,1.950,1.950,2.,2.,2.,2.050,2.050,2.050,2.1,2.1,2.125,2.15,2.15,2.2,2.2,2.2,2.25,2.25,2.25,2.300,2.300,2.300,2.35,2.35
