time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,28.75
cone_height_m,0.000,0.022,0.043,0.064,0.083,0.100,0.115,0.128,0.141,0.152,0.163,0.173,0.183,0.193,0.202,0.212,0.221,0.229,0.238,0.247,0.255,0.263,0.271,0.279,0.287,0.295,0.302,0.309,0.317,0.324,0.331,0.337,0.344,0.350,0.357,0.363,0.369,0.374,0.379,0.384,0.389,0.394,0.398,0.402,0.406,0.409,0.413,0.416,0.419,0.422,0.424,0.427,0.429,0.431,0.433,0.434,0.436,0.437,0.437
ice_height_m,-0.5,-0.478,-0.457,-0.435,-0.414,-0.392,-0.371,-0.349,-0.328,-0.307,-0.285,-0.264,-0.243,-0.222,-0.201,-0.180,-0.16,-0.139,-0.119,-0.098,-0.078,-0.058,-0.038,-0.018,0.001,0.021,0.040,0.059,0.078,0.097,0.115,0.133,0.151,0.168,0.186,0.203,0.219,0.235,0.251,0.266,0.281,0.295,0.308,0.321,0.333,0.345,0.356,0.366,0.375,0.383,0.391,0.398,0.404,0.41,0.415,0.419,0.423,0.426,0.427
cone_width_m,0.5,0.55,0.600,0.65,0.700,0.75,0.8,0.850,0.9,0.950,1.,1.05,1.1,1.150,1.200,1.225,1.25,1.3,1.35,1.400,1.450,1.5,1.5,1.55,1.6,1.650,1.700,1.700,1.75,1.8,1.85,1.875,1.900,1.950,2.,2.025,2.050,2.1,2.15,2.15,2.2,2.25,2.300,2.300,2.35,2.400,2.425,2.45,2.5,2.550,2.550,2.6,2.650,2.650,2.7,2.75,2.75,2.800,2.800
