time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.28
cone_height_m,0.001,0.026,0.052,0.078,0.103,0.127,0.149,0.169,0.188,0.205,0.221,0.237,0.252,0.266,0.279,0.293,0.305,0.318,0.330,0.342,0.354,0.365,0.377,0.388,0.399,0.409,0.42,0.43,0.44,0.45,0.459,0.468,0.477,0.486,0.495,0.503,0.511,0.518,0.525,0.532,0.539,0.546,0.552,0.558,0.564,0.569,0.575,0.58,0.584,0.588,0.592,0.596,0.599,0.601,0.604,0.606,0.608,0.609
ice_height_m,-0.499,-0.474,-0.448,-0.422,-0.397,-0.371,-0.345,-0.319,-0.293,-0.268,-0.242,-0.216,-0.191,-0.166,-0.140,-0.115,-0.090,-0.065,-0.041,-0.016,0.008,0.033,0.057,0.081,0.104,0.128,0.151,0.174,0.197,0.219,0.241,0.263,0.285,0.306,0.326,0.346,0.366,0.385,0.403,0.421,0.438,0.455,0.470,0.485,0.499,0.512,0.524,0.535,0.545,0.555,0.563,0.571,0.577,0.583,0.588,0.593,0.597,0.599
cone_width_m,0.5,0.55,0.600,0.65,0.65,0.700,0.75,0.8,0.850,0.9,0.950,0.975,1.,1.05,1.1,1.150,1.175,1.200,1.25,1.3,1.325,1.35,1.400,1.450,1.450,1.5,1.55,1.575,1.6,1.650,1.700,1.700,1.75,1.8,1.8,1.85,1.900,1.900,1.950,2.,2.,2.050,2.1,2.1,2.15,2.175,2.2,2.25,2.25,2.300,2.35,2.35,2.400,2.425,2.45,2.5,2.5,2.550
