time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.5,45.0,45.5,46.0,46.5,47.0,47.5,48.0,48.5,49.0,49.5,50.0,50.5,51.0,51.5,52.0,52.5,53.0,53.5,54.0,54.5,55.0,55.5,56.0,56.5,57.0,57.5,58.0,58.5,59.0,59.5,60.0,60.5,61.0,61.5,62.0,62.5,63.0,63.5,64.0,64.5,65.0,65.5,66.0,66.5,67.0,67.5,68.0,68.5,69.0,69.5,70.0,70.5,71.0,71.5,72.0,72.5,73.0,73.5,74.0,74.5,75.0,75.5,76.0,76.5,77.0,77.5,78.0,78.5,79.0,79.5,80.0,80.5,81.0,81.5,82.0,82.5,83.0,83.5,84.0,84.5,85.0,85.5,86.0,86.5,87.0,87.5,88.0,88.5,89.0,89.5,90.0,90.5,91.0,91.5,92.0,92.5,92.97
cone_height_m,0.000,0.009,0.017,0.026,0.034,0.043,0.052,0.060,0.069,0.078,0.086,0.095,0.103,0.112,0.120,0.129,0.137,0.145,0.154,0.161,0.169,0.177,0.185,0.192,0.199,0.206,0.213,0.220,0.227,0.233,0.24,0.246,0.252,0.258,0.264,0.270,0.276,0.282,0.287,0.293,0.298,0.303,0.309,0.314,0.319,0.324,0.329,0.334,0.339,0.344,0.348,0.353,0.358,0.362,0.367,0.371,0.376,0.380,0.385,0.389,0.394,0.398,0.402,0.406,0.411,0.415,0.419,0.423,0.427,0.431,0.435,0.439,0.444,0.447,0.451,0.455,0.459,0.463,0.467,0.471,0.475,0.478,0.482,0.486,0.49,0.493,0.497,0.501,0.504,0.508,0.512,0.515,0.519,0.522,0.526,0.529,0.532,0.536,0.539,0.542,0.546,0.549,0.552,0.556,0.559,0.562,0.565,0.568,0.571,0.574,0.577,0.580,0.583,0.586,0.589,0.592,0.595,0.598,0.600,0.603,0.606,0.609,0.612,0.614,0.617,0.62,0.622,0.625,0.628,0.630,0.633,0.635,0.638,0.640,0.643,0.645,0.648,0.65,0.652,0.655,0.657,0.659,0.661,0.663,0.666,0.668,0.67,0.672,0.674,0.676,0.678,0.68,0.682,0.683,0.685,0.687,0.689,0.690,0.692,0.693,0.695,0.696,0.698,0.699,0.701,0.702,0.703,0.705,0.706,0.707,0.708,0.709,0.710,0.711,0.712,0.713,0.714,0.715,0.716,0.717,0.717,0.718,0.719,0.719,0.720,0.721,0.721
ice_height_m,-0.5,-0.491,-0.483,-0.474,-0.466,-0.457,-0.448,-0.44,-0.431,-0.422,-0.414,-0.405,-0.397,-0.388,-0.379,-0.371,-0.362,-0.353,-0.345,-0.336,-0.328,-0.319,-0.310,-0.302,-0.293,-0.285,-0.276,-0.267,-0.259,-0.250,-0.242,-0.233,-0.224,-0.216,-0.207,-0.199,-0.190,-0.182,-0.173,-0.165,-0.156,-0.148,-0.139,-0.131,-0.122,-0.114,-0.105,-0.097,-0.088,-0.080,-0.072,-0.063,-0.055,-0.047,-0.038,-0.03,-0.021,-0.013,-0.005,0.003,0.012,0.02,0.028,0.036,0.045,0.053,0.061,0.069,0.077,0.085,0.094,0.102,0.11,0.118,0.126,0.134,0.142,0.15,0.158,0.166,0.174,0.182,0.189,0.197,0.205,0.213,0.221,0.228,0.236,0.244,0.251,0.259,0.267,0.274,0.282,0.289,0.297,0.304,0.312,0.319,0.326,0.334,0.341,0.348,0.355,0.363,0.37,0.377,0.384,0.391,0.398,0.405,0.411,0.418,0.425,0.432,0.438,0.445,0.451,0.458,0.464,0.471,0.477,0.483,0.489,0.496,0.502,0.508,0.513,0.519,0.525,0.531,0.536,0.542,0.547,0.553,0.558,0.563,0.569,0.574,0.579,0.584,0.588,0.593,0.598,0.602,0.607,0.611,0.615,0.62,0.624,0.628,0.631,0.635,0.639,0.643,0.646,0.65,0.653,0.656,0.659,0.662,0.665,0.668,0.671,0.674,0.676,0.679,0.681,0.683,0.686,0.688,0.69,0.692,0.694,0.696,0.697,0.699,0.701,0.702,0.704,0.705,0.706,0.708,0.709,0.710,0.711
cone_width_m,0.5,0.5,0.5,0.55,0.55,0.55,0.600,0.600,0.600,0.600,0.600,0.65,0.65,0.65,0.65,0.700,0.700,0.700,0.700,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.850,0.850,0.850,0.850,0.9,0.9,0.9,0.9,0.950,0.950,0.950,0.950,1.,1.,1.,1.,1.025,1.05,1.05,1.05,1.05,1.1,1.1,1.1,1.1,1.150,1.150,1.150,1.150,1.175,1.200,1.200,1.200,1.200,1.25,1.25,1.25,1.25,1.275,1.3,1.3,1.3,1.3,1.35,1.35,1.35,1.35,1.35,1.400,1.400,1.400,1.400,1.425,1.450,1.450,1.450,1.450,1.475,1.5,1.5,1.5,1.5,1.525,1.55,1.55,1.55,1.55,1.575,1.6,1.6,1.6,1.6,1.625,1.650,1.650,1.650,1.650,1.675,1.700,1.700,1.700,1.700,1.725,1.75,1.75,1.75,1.75,1.775,1.8,1.8,1.8,1.8,1.8,1.85,1.85,1.85,1.85,1.85,1.900,1.900,1.900,1.900,1.900,1.925,1.950,1.950,1.950,1.950,1.975,2.,2.,2.,2.,2.,2.050,2.050,2.050,2.050,2.050,2.075,2.1,2.1,2.1,2.1,2.1,2.15,2.15,2.15,2.15,2.15,2.175,2.2,2.2,2.2,2.2,2.2,2.25,2.25,2.25,2.25,2.25,2.275,2.300,2.300,2.300,2.300,2.300,2.325,2.35,2.35,2.35,2.35,2.35,2.375,2.400,2.400,2.400,2.400,2.400,2.45
