time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,31.94
cone_height_m,0.001,0.026,0.052,0.078,0.103,0.129,0.154,0.179,0.202,0.224,0.245,0.265,0.284,0.301,0.318,0.334,0.35,0.365,0.379,0.394,0.407,0.421,0.434,0.447,0.459,0.471,0.484,0.495,0.507,0.518,0.53,0.541,0.551,0.562,0.572,0.582,0.592,0.601,0.611,0.62,0.629,0.638,0.646,0.655,0.663,0.671,0.678,0.686,0.693,0.7,0.706,0.713,0.719,0.724,0.73,0.734,0.739,0.743,0.747,0.750,0.753,0.756,0.758,0.760,0.762
ice_height_m,-0.499,-0.474,-0.448,-0.422,-0.397,-0.371,-0.345,-0.319,-0.293,-0.267,-0.242,-0.216,-0.190,-0.164,-0.139,-0.113,-0.088,-0.063,-0.037,-0.012,0.013,0.038,0.062,0.087,0.111,0.136,0.16,0.184,0.208,0.231,0.255,0.278,0.301,0.323,0.345,0.367,0.389,0.411,0.431,0.452,0.472,0.492,0.511,0.529,0.547,0.565,0.582,0.598,0.613,0.628,0.642,0.655,0.667,0.678,0.689,0.698,0.707,0.715,0.723,0.729,0.735,0.740,0.745,0.749,0.752
cone_width_m,0.5,0.55,0.55,0.600,0.65,0.65,0.700,0.75,0.8,0.8,0.850,0.9,0.9,0.950,1.,1.025,1.05,1.1,1.125,1.150,1.200,1.200,1.25,1.3,1.3,1.35,1.400,1.400,1.450,1.450,1.5,1.525,1.55,1.6,1.6,1.650,1.650,1.700,1.725,1.75,1.8,1.8,1.85,1.85,1.900,1.900,1.950,1.950,2.,2.025,2.050,2.075,2.1,2.15,2.15,2.2,2.2,2.25,2.25,2.300,2.300,2.35,2.35,2.400,2.400
