time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.06
cone_height_m,0.000,0.022,0.043,0.065,0.086,0.106,0.125,0.142,0.158,0.173,0.186,0.199,0.211,0.223,0.234,0.245,0.255,0.265,0.275,0.285,0.295,0.304,0.313,0.322,0.331,0.340,0.349,0.357,0.366,0.374,0.382,0.39,0.398,0.405,0.413,0.42,0.427,0.434,0.441,0.447,0.453,0.46,0.465,0.471,0.476,0.482,0.487,0.492,0.496,0.501,0.505,0.51,0.514,0.517,0.521,0.524,0.528,0.530,0.533,0.536,0.538,0.54,0.541,0.543,0.544,0.545
ice_height_m,-0.5,-0.478,-0.457,-0.435,-0.414,-0.392,-0.371,-0.349,-0.328,-0.306,-0.285,-0.264,-0.242,-0.221,-0.2,-0.179,-0.158,-0.137,-0.116,-0.095,-0.075,-0.054,-0.034,-0.014,0.006,0.026,0.046,0.066,0.086,0.105,0.124,0.143,0.162,0.180,0.199,0.217,0.235,0.252,0.269,0.286,0.303,0.319,0.335,0.35,0.365,0.379,0.393,0.406,0.419,0.431,0.442,0.453,0.463,0.472,0.481,0.489,0.496,0.503,0.509,0.515,0.52,0.524,0.528,0.531,0.534,0.535
cone_width_m,0.5,0.55,0.600,0.600,0.65,0.700,0.75,0.8,0.850,0.850,0.9,0.950,1.,1.05,1.05,1.1,1.150,1.200,1.200,1.25,1.3,1.3,1.35,1.400,1.425,1.450,1.5,1.525,1.55,1.6,1.625,1.650,1.700,1.700,1.75,1.8,1.8,1.85,1.900,1.900,1.950,1.950,2.,2.050,2.050,2.1,2.1,2.15,2.2,2.2,2.25,2.25,2.300,2.325,2.35,2.400,2.400,2.45,2.45,2.5,2.525,2.550,2.6,2.6,2.650,2.650
