time_days,0.001,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.177
cone_height_m,0.000,0.026,0.052,0.078,0.103,0.129,0.155,0.181,0.207,0.232,0.257,0.281,0.305,0.327,0.348,0.367,0.385,0.402,0.418,0.433,0.448,0.462,0.475,0.489,0.502,0.514,0.527,0.539,0.551,0.563,0.574,0.586,0.597,0.608,0.619,0.629,0.64,0.650,0.660,0.670,0.680,0.69,0.699,0.709,0.718,0.727,0.736,0.744,0.753,0.761,0.769,0.776,0.784,0.791,0.797,0.804,0.81,0.815,0.821,0.826,0.830,0.835,0.838,0.842,0.845,0.848,0.851,0.853,0.855,0.856
ice_height_m,-0.5,-0.474,-0.448,-0.422,-0.397,-0.371,-0.345,-0.319,-0.293,-0.267,-0.241,-0.216,-0.19,-0.164,-0.138,-0.112,-0.087,-0.061,-0.036,-0.010,0.015,0.041,0.066,0.091,0.116,0.140,0.165,0.19,0.214,0.238,0.262,0.286,0.309,0.333,0.356,0.379,0.401,0.424,0.446,0.467,0.489,0.51,0.530,0.550,0.570,0.589,0.608,0.626,0.644,0.661,0.677,0.693,0.708,0.722,0.735,0.748,0.76,0.771,0.781,0.791,0.8,0.808,0.815,0.821,0.827,0.832,0.837,0.841,0.845,0.846
cone_width_m,0.5,0.55,0.55,0.600,0.65,0.65,0.700,0.75,0.75,0.8,0.850,0.9,0.9,0.950,1.,1.05,1.05,1.1,1.150,1.150,1.200,1.25,1.275,1.3,1.35,1.35,1.400,1.450,1.450,1.5,1.5,1.55,1.6,1.6,1.650,1.650,1.700,1.700,1.75,1.775,1.8,1.825,1.85,1.900,1.900,1.950,1.950,2.,2.,2.050,2.050,2.1,2.1,2.125,2.15,2.175,2.2,2.2,2.25,2.25,2.300,2.300,2.35,2.35,2.375,2.400,2.400,2.45,2.45,2.45
