time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.5,45.0,45.5,46.0,46.5,47.0,47.5,48.0,48.5,49.0,49.5,50.0,50.5,51.0,51.5,52.0,52.5,53.0,53.5,54.0,54.5,55.0,55.5,56.0,56.5,57.0,57.5,58.0,58.5,59.0,59.5,60.0,60.5,60.96
cone_height_m,0.000,0.009,0.017,0.026,0.034,0.042,0.05,0.057,0.063,0.068,0.073,0.078,0.082,0.086,0.090,0.094,0.098,0.102,0.105,0.109,0.112,0.115,0.118,0.122,0.125,0.128,0.131,0.134,0.137,0.14,0.143,0.146,0.149,0.152,0.154,0.157,0.160,0.163,0.166,0.168,0.171,0.174,0.176,0.179,0.182,0.184,0.187,0.189,0.192,0.194,0.197,0.199,0.202,0.204,0.207,0.209,0.211,0.214,0.216,0.218,0.221,0.223,0.225,0.227,0.23,0.232,0.234,0.236,0.238,0.240,0.242,0.244,0.246,0.248,0.25,0.252,0.254,0.256,0.257,0.259,0.261,0.262,0.264,0.266,0.267,0.269,0.270,0.272,0.273,0.274,0.276,0.277,0.278,0.279,0.280,0.282,0.283,0.283,0.284,0.285,0.286,0.287,0.287,0.288,0.289,0.289,0.29,0.290,0.291,0.292,0.292,0.292,0.293,0.293,0.294,0.294,0.295,0.295,0.295,0.296,0.296,0.296,0.296
ice_height_m,-0.5,-0.491,-0.483,-0.474,-0.466,-0.457,-0.448,-0.44,-0.431,-0.422,-0.414,-0.405,-0.397,-0.388,-0.38,-0.371,-0.363,-0.354,-0.346,-0.337,-0.329,-0.320,-0.312,-0.303,-0.295,-0.286,-0.278,-0.27,-0.261,-0.253,-0.245,-0.236,-0.228,-0.22,-0.212,-0.204,-0.195,-0.187,-0.179,-0.171,-0.163,-0.155,-0.147,-0.139,-0.131,-0.123,-0.115,-0.107,-0.099,-0.091,-0.084,-0.076,-0.068,-0.060,-0.053,-0.045,-0.038,-0.030,-0.022,-0.015,-0.008,-0.000,0.007,0.014,0.022,0.029,0.036,0.043,0.050,0.057,0.064,0.071,0.078,0.084,0.091,0.098,0.104,0.111,0.117,0.124,0.13,0.136,0.142,0.148,0.154,0.16,0.165,0.171,0.177,0.182,0.187,0.193,0.198,0.203,0.207,0.212,0.217,0.221,0.225,0.23,0.234,0.238,0.241,0.245,0.248,0.252,0.255,0.258,0.261,0.263,0.266,0.268,0.270,0.273,0.275,0.276,0.278,0.28,0.281,0.283,0.284,0.285,0.286
cone_width_m,0.5,0.5,0.55,0.600,0.600,0.65,0.700,0.700,0.75,0.775,0.8,0.850,0.850,0.9,0.950,0.950,1.,1.,1.05,1.05,1.1,1.125,1.150,1.175,1.200,1.25,1.25,1.3,1.3,1.35,1.35,1.400,1.400,1.450,1.450,1.5,1.5,1.525,1.55,1.575,1.6,1.6,1.650,1.650,1.700,1.700,1.75,1.75,1.8,1.8,1.825,1.85,1.85,1.900,1.900,1.950,1.950,2.,2.,2.025,2.050,2.050,2.1,2.1,2.15,2.15,2.175,2.2,2.2,2.25,2.25,2.300,2.300,2.325,2.35,2.35,2.400,2.400,2.425,2.45,2.45,2.5,2.5,2.550,2.550,2.550,2.6,2.6,2.650,2.650,2.650,2.7,2.7,2.75,2.75,2.75,2.800,2.800,2.85,2.85,2.85,2.900,2.900,2.925,2.95,2.95,3.,3.,3.,3.050,3.050,3.1,3.1,3.1,3.150,3.150,3.175,3.2,3.2,3.25,3.25,3.25,3.300
