time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.5,45.0,45.5,46.0,46.5,47.0,47.5,48.0,48.5,48.9
cone_height_m,0.000,0.013,0.026,0.039,0.052,0.064,0.077,0.088,0.099,0.109,0.118,0.127,0.135,0.142,0.15,0.157,0.164,0.170,0.177,0.183,0.189,0.195,0.201,0.207,0.213,0.218,0.224,0.229,0.235,0.240,0.245,0.251,0.256,0.261,0.266,0.271,0.276,0.281,0.286,0.291,0.295,0.300,0.305,0.309,0.314,0.318,0.323,0.327,0.332,0.336,0.340,0.344,0.349,0.353,0.357,0.361,0.364,0.368,0.372,0.376,0.379,0.383,0.386,0.389,0.393,0.396,0.399,0.402,0.405,0.408,0.410,0.413,0.415,0.418,0.420,0.422,0.425,0.427,0.429,0.431,0.433,0.435,0.437,0.439,0.440,0.442,0.443,0.445,0.446,0.448,0.449,0.45,0.451,0.452,0.453,0.454,0.455,0.455,0.456
ice_height_m,-0.5,-0.487,-0.474,-0.461,-0.448,-0.435,-0.422,-0.409,-0.397,-0.384,-0.371,-0.358,-0.345,-0.332,-0.319,-0.307,-0.294,-0.281,-0.268,-0.256,-0.243,-0.230,-0.218,-0.205,-0.193,-0.180,-0.168,-0.155,-0.143,-0.130,-0.118,-0.106,-0.094,-0.081,-0.069,-0.057,-0.045,-0.033,-0.021,-0.009,0.002,0.014,0.026,0.038,0.049,0.061,0.072,0.083,0.095,0.106,0.117,0.128,0.139,0.15,0.160,0.171,0.181,0.192,0.202,0.212,0.222,0.232,0.242,0.251,0.261,0.270,0.279,0.288,0.297,0.305,0.314,0.322,0.33,0.337,0.345,0.352,0.359,0.365,0.372,0.378,0.384,0.389,0.395,0.4,0.404,0.409,0.413,0.417,0.421,0.424,0.428,0.431,0.433,0.436,0.438,0.441,0.443,0.445,0.446
cone_width_m,0.5,0.55,0.55,0.600,0.600,0.65,0.65,0.700,0.75,0.75,0.8,0.8,0.850,0.9,0.9,0.950,0.950,1.,1.,1.05,1.075,1.1,1.150,1.150,1.200,1.200,1.25,1.25,1.3,1.3,1.35,1.35,1.400,1.400,1.450,1.450,1.475,1.5,1.525,1.55,1.55,1.6,1.6,1.650,1.650,1.700,1.700,1.75,1.75,1.775,1.8,1.8,1.85,1.85,1.900,1.900,1.950,1.950,1.975,2.,2.,2.050,2.050,2.1,2.1,2.125,2.15,2.15,2.2,2.2,2.25,2.25,2.25,2.300,2.300,2.35,2.35,2.35,2.400,2.400,2.45,2.45,2.475,2.5,2.5,2.550,2.550,2.575,2.6,2.6,2.650,2.650,2.650,2.7,2.7,2.75,2.75,2.75,2.800
