time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.5,44.0,44.5,45.0,45.5,46.0,46.5,47.0,47.5,48.0,48.5,49.0,49.5,50.0,50.5,51.0,51.5,52.0,52.5,53.0,53.5,54.0,54.5,55.0,55.5,56.0,56.5,57.0,57.5,58.0,58.5,59.0,59.5,60.0,60.5,61.0,61.5,62.0,62.5,63.0,63.5,64.0,64.5,65.0,65.5,66.0,66.5,67.0,67.5,68.0,68.5,69.0,69.5,70.0,70.5,71.0,71.5,72.0,72.5,73.0,73.5,74.0,74.5,75.0,75.5,76.0,76.5,77.0,77.15
cone_height_m,0.000,0.009,0.017,0.026,0.034,0.043,0.052,0.060,0.069,0.077,0.085,0.093,0.101,0.108,0.115,0.122,0.129,0.135,0.141,0.147,0.153,0.158,0.163,0.169,0.174,0.179,0.183,0.188,0.193,0.197,0.202,0.206,0.210,0.215,0.219,0.223,0.227,0.231,0.235,0.239,0.243,0.247,0.251,0.255,0.258,0.262,0.266,0.27,0.273,0.277,0.281,0.284,0.288,0.291,0.295,0.298,0.302,0.305,0.309,0.312,0.316,0.319,0.322,0.326,0.329,0.332,0.336,0.339,0.342,0.345,0.348,0.351,0.355,0.358,0.361,0.364,0.367,0.37,0.373,0.376,0.379,0.382,0.384,0.387,0.390,0.393,0.396,0.398,0.401,0.404,0.406,0.409,0.412,0.414,0.417,0.419,0.421,0.424,0.426,0.429,0.431,0.433,0.435,0.437,0.44,0.442,0.444,0.446,0.448,0.45,0.451,0.453,0.455,0.457,0.459,0.461,0.462,0.464,0.466,0.467,0.469,0.471,0.472,0.474,0.475,0.477,0.478,0.48,0.481,0.483,0.484,0.485,0.486,0.488,0.489,0.49,0.491,0.492,0.493,0.494,0.495,0.496,0.497,0.498,0.499,0.499,0.500,0.501,0.502,0.502,0.503,0.503,0.504,0.504,0.505,0.505
ice_height_m,-0.5,-0.491,-0.483,-0.474,-0.466,-0.457,-0.448,-0.44,-0.431,-0.422,-0.414,-0.405,-0.397,-0.388,-0.379,-0.371,-0.362,-0.354,-0.345,-0.336,-0.328,-0.319,-0.311,-0.302,-0.294,-0.285,-0.277,-0.268,-0.259,-0.251,-0.243,-0.234,-0.226,-0.217,-0.209,-0.200,-0.192,-0.184,-0.175,-0.167,-0.158,-0.150,-0.142,-0.133,-0.125,-0.117,-0.109,-0.100,-0.092,-0.084,-0.076,-0.068,-0.06,-0.051,-0.043,-0.035,-0.027,-0.019,-0.011,-0.003,0.005,0.013,0.021,0.029,0.036,0.044,0.052,0.06,0.068,0.075,0.083,0.091,0.098,0.106,0.114,0.121,0.129,0.136,0.143,0.151,0.158,0.166,0.173,0.180,0.187,0.194,0.201,0.209,0.216,0.223,0.229,0.236,0.243,0.25,0.257,0.263,0.27,0.276,0.283,0.289,0.295,0.302,0.308,0.314,0.320,0.326,0.332,0.338,0.343,0.349,0.354,0.36,0.365,0.370,0.376,0.381,0.386,0.390,0.395,0.4,0.404,0.409,0.413,0.417,0.421,0.425,0.429,0.433,0.437,0.440,0.444,0.447,0.450,0.453,0.456,0.459,0.462,0.464,0.467,0.469,0.472,0.474,0.476,0.478,0.48,0.482,0.484,0.485,0.487,0.488,0.49,0.491,0.492,0.494,0.495,0.495
cone_width_m,0.5,0.5,0.55,0.55,0.55,0.600,0.600,0.600,0.65,0.65,0.65,0.700,0.700,0.75,0.75,0.75,0.8,0.8,0.8,0.850,0.850,0.850,0.9,0.9,0.925,0.950,0.950,0.975,1.,1.,1.025,1.05,1.05,1.075,1.1,1.1,1.1,1.150,1.150,1.150,1.200,1.200,1.200,1.25,1.25,1.25,1.3,1.3,1.3,1.3,1.35,1.35,1.35,1.400,1.400,1.400,1.425,1.450,1.450,1.450,1.5,1.5,1.5,1.525,1.55,1.55,1.55,1.6,1.6,1.6,1.625,1.650,1.650,1.650,1.700,1.700,1.700,1.700,1.75,1.75,1.75,1.775,1.8,1.8,1.8,1.85,1.85,1.85,1.85,1.900,1.900,1.900,1.900,1.950,1.950,1.950,1.975,2.,2.,2.,2.025,2.050,2.050,2.050,2.1,2.1,2.1,2.1,2.15,2.15,2.15,2.15,2.2,2.2,2.2,2.2,2.25,2.25,2.25,2.25,2.300,2.300,2.300,2.300,2.35,2.35,2.35,2.35,2.400,2.400,2.400,2.400,2.45,2.45,2.45,2.45,2.5,2.5,2.5,2.5,2.525,2.550,2.550,2.550,2.575,2.6,2.6,2.6,2.6,2.650,2.650,2.650,2.650,2.7,2.7,2.7
