time_days,0.001,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,30.625
cone_height_m,0.000,0.026,0.052,0.078,0.103,0.129,0.154,0.178,0.201,0.223,0.243,0.261,0.278,0.295,0.310,0.325,0.339,0.353,0.366,0.379,0.392,0.404,0.416,0.428,0.439,0.451,0.462,0.473,0.484,0.494,0.505,0.515,0.525,0.534,0.544,0.553,0.562,0.570,0.579,0.587,0.596,0.604,0.611,0.619,0.626,0.633,0.640,0.647,0.653,0.659,0.665,0.670,0.675,0.68,0.684,0.688,0.691,0.694,0.697,0.699,0.702,0.704,0.704
ice_height_m,-0.5,-0.474,-0.448,-0.422,-0.397,-0.371,-0.345,-0.319,-0.293,-0.267,-0.242,-0.216,-0.190,-0.165,-0.139,-0.114,-0.088,-0.063,-0.038,-0.013,0.012,0.036,0.061,0.085,0.11,0.134,0.158,0.181,0.205,0.228,0.251,0.273,0.296,0.318,0.34,0.361,0.382,0.403,0.423,0.442,0.461,0.48,0.498,0.515,0.532,0.548,0.563,0.577,0.591,0.603,0.615,0.626,0.636,0.646,0.654,0.662,0.669,0.675,0.680,0.685,0.69,0.693,0.694
cone_width_m,0.5,0.55,0.600,0.600,0.65,0.700,0.75,0.75,0.8,0.850,0.9,0.950,1.,1.,1.05,1.1,1.150,1.150,1.200,1.25,1.275,1.3,1.35,1.400,1.400,1.450,1.5,1.5,1.55,1.575,1.6,1.650,1.650,1.700,1.75,1.75,1.8,1.825,1.85,1.900,1.900,1.950,1.975,2.,2.050,2.050,2.1,2.1,2.15,2.15,2.2,2.225,2.25,2.300,2.300,2.35,2.35,2.400,2.400,2.45,2.45,2.5,2.5
