time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,35.92
cone_height_m,0.000,0.017,0.034,0.052,0.068,0.084,0.098,0.11,0.121,0.132,0.142,0.151,0.16,0.168,0.176,0.184,0.192,0.199,0.207,0.214,0.221,0.228,0.235,0.242,0.249,0.255,0.262,0.268,0.275,0.281,0.287,0.293,0.299,0.305,0.311,0.317,0.322,0.328,0.333,0.339,0.344,0.349,0.354,0.359,0.363,0.368,0.372,0.377,0.381,0.385,0.389,0.392,0.396,0.399,0.402,0.405,0.408,0.410,0.413,0.415,0.418,0.420,0.422,0.424,0.426,0.428,0.43,0.431,0.432,0.434,0.435,0.436,0.437
ice_height_m,-0.5,-0.483,-0.466,-0.448,-0.431,-0.414,-0.397,-0.379,-0.362,-0.345,-0.328,-0.311,-0.294,-0.277,-0.26,-0.243,-0.226,-0.21,-0.193,-0.176,-0.16,-0.143,-0.127,-0.110,-0.094,-0.078,-0.062,-0.046,-0.03,-0.014,0.002,0.017,0.033,0.048,0.063,0.078,0.093,0.108,0.122,0.137,0.151,0.165,0.179,0.192,0.206,0.219,0.232,0.244,0.257,0.269,0.280,0.292,0.303,0.313,0.323,0.333,0.342,0.351,0.359,0.367,0.374,0.381,0.388,0.393,0.399,0.404,0.408,0.412,0.416,0.419,0.422,0.425,0.427
cone_width_m,0.5,0.55,0.600,0.600,0.65,0.700,0.75,0.8,0.850,0.850,0.9,0.950,1.,1.025,1.05,1.1,1.150,1.150,1.200,1.25,1.3,1.3,1.35,1.400,1.400,1.450,1.5,1.5,1.55,1.6,1.6,1.650,1.675,1.700,1.75,1.75,1.8,1.85,1.85,1.900,1.900,1.950,2.,2.,2.050,2.050,2.1,2.15,2.15,2.2,2.2,2.25,2.275,2.300,2.35,2.35,2.400,2.400,2.45,2.475,2.5,2.550,2.550,2.6,2.6,2.650,2.650,2.7,2.725,2.75,2.775,2.800,2.825
