time_days,0.01,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0,40.5,41.0,41.5,42.0,42.5,43.0,43.28
cone_height_m,0.000,0.017,0.034,0.052,0.069,0.086,0.103,0.12,0.136,0.152,0.166,0.180,0.194,0.206,0.218,0.229,0.240,0.251,0.261,0.270,0.28,0.289,0.298,0.307,0.315,0.324,0.332,0.340,0.348,0.356,0.364,0.372,0.379,0.387,0.394,0.402,0.409,0.416,0.423,0.43,0.437,0.444,0.450,0.457,0.463,0.47,0.476,0.482,0.488,0.494,0.5,0.505,0.511,0.516,0.522,0.527,0.532,0.537,0.542,0.547,0.551,0.556,0.561,0.565,0.569,0.574,0.578,0.582,0.586,0.589,0.593,0.596,0.6,0.603,0.606,0.609,0.611,0.614,0.616,0.618,0.620,0.622,0.624,0.626,0.627,0.628,0.63,0.630
ice_height_m,-0.5,-0.483,-0.466,-0.448,-0.431,-0.414,-0.397,-0.379,-0.362,-0.345,-0.328,-0.310,-0.293,-0.276,-0.259,-0.242,-0.225,-0.208,-0.191,-0.174,-0.157,-0.14,-0.123,-0.106,-0.09,-0.073,-0.056,-0.04,-0.023,-0.007,0.01,0.026,0.042,0.058,0.074,0.090,0.106,0.122,0.137,0.153,0.169,0.184,0.199,0.214,0.229,0.244,0.259,0.273,0.288,0.302,0.316,0.33,0.343,0.357,0.37,0.383,0.396,0.408,0.420,0.432,0.444,0.455,0.466,0.477,0.487,0.497,0.507,0.516,0.525,0.533,0.541,0.549,0.556,0.563,0.57,0.576,0.581,0.587,0.591,0.596,0.600,0.604,0.608,0.611,0.614,0.617,0.619,0.620
cone_width_m,0.5,0.55,0.55,0.600,0.600,0.65,0.65,0.700,0.75,0.75,0.8,0.8,0.850,0.9,0.9,0.950,0.950,1.,1.,1.05,1.05,1.1,1.125,1.150,1.200,1.200,1.25,1.25,1.3,1.3,1.35,1.35,1.400,1.400,1.450,1.450,1.475,1.5,1.525,1.55,1.55,1.6,1.6,1.650,1.650,1.700,1.700,1.75,1.75,1.775,1.8,1.8,1.85,1.85,1.900,1.900,1.950,1.950,1.950,2.,2.,2.050,2.050,2.075,2.1,2.1,2.15,2.15,2.2,2.2,2.2,2.25,2.25,2.300,2.300,2.300,2.35,2.35,2.400,2.400,2.400,2.45,2.45,2.5,2.5,2.5,2.550,2.550
